transaction_id,transaction_amount,payment_method,transaction_hour,delivery_time_days,device_type,ip_risk_score,customer_age,customer_region,num_previous_transactions,chargeback_history,account_tenure_days,preferred_language,num_items,discount_applied,cart_abandon_rate,time_on_site_sec,favourite_animal,astrological_sign,lucky_number,browser_theme_color,random_string,browser_version_str,fraudulent
3639,27.56,bank_transfer,4,2,desktop,20.3,47,NA,4,0,4627,en,8,0,0.686,50,owl,Virgo,78,purple,r_7243,purple_owl,0
3640,18.61,card,1,1,desktop,13.8,59,EU,3,0,3336,en,4,0,0.134,71,dog,Libra,25,purple,r_4745,purple_dog,0
3641,21.76,google_pay,19,3,mobile,44.2,48,NA,3,0,1441,de,1,1,0.476,159,owl,Cancer,77,light,r_8674,light_owl,0
3642,191.26,card,6,2,desktop,17.9,77,NA,3,0,4573,es,4,0,0.377,181,cat,Virgo,28,blue,r_8204,blue_cat,0
3643,50.5,card,4,1,mobile,24.4,41,APAC,2,0,538,en,9,0,0.235,170,dog,Virgo,12,purple,r_7619,purple_dog,0
3644,50.23,card,10,7,desktop,14.7,58,LATAM,4,0,4350,en,5,0,0.229,146,cat,Scorpio,70,light,r_2428,light_cat,0
3645,114.36,card,7,14,mobile,7.0,61,APAC,2,0,1587,en,9,0,0.126,156,owl,Aries,10,dark,r_4527,dark_owl,0
3646,13.43,google_pay,16,2,mobile,57.5,24,NA,4,0,3117,de,6,0,0.273,237,dog,Virgo,45,blue,r_8169,blue_dog,0
3647,53.44,bank_transfer,13,5,desktop,27.4,79,NA,8,0,2222,en,5,0,0.06,102,elephant,Capricorn,40,light,r_9546,light_elephant,0
3648,44.97,card,4,1,mobile,7.3,52,NA,3,0,72,es,7,0,0.378,182,elephant,Libra,47,blue,r_7838,blue_elephant,0
3649,72.69,apple_pay,3,2,desktop,12.2,35,EU,3,0,4955,en,6,0,0.21,94,dog,Aquarius,7,purple,r_1760,purple_dog,0
3650,617.88,paypal,2,1,desktop,18.9,64,EU,4,0,869,en,2,0,0.007,192,owl,Libra,1,dark,r_155,dark_owl,0
3651,117.38,card,6,1,mobile,19.6,41,EU,3,0,3542,en,3,1,0.319,117,dog,Gemini,33,light,r_2694,light_dog,0
3652,40.58,paypal,10,3,desktop,24.9,24,NA,3,0,1304,en,6,0,0.092,178,tiger,Virgo,17,blue,r_9488,blue_tiger,0
3653,140.61,paypal,0,5,mobile,18.8,46,EU,2,0,1639,en,2,1,0.419,255,owl,Aquarius,91,blue,r_4637,blue_owl,0
3654,14.97,card,21,2,mobile,9.1,26,EU,3,0,1011,fr,6,1,0.037,180,tiger,Libra,96,blue,r_7168,blue_tiger,0
3655,2.47,paypal,23,3,desktop,15.2,62,EU,3,0,497,it,5,0,0.313,53,elephant,Sagittarius,65,light,r_2189,light_elephant,0
3656,18.3,card,17,2,desktop,15.0,57,EU,8,0,4723,en,9,1,0.614,168,cat,Libra,48,light,r_2611,light_cat,0
3657,33.29,card,21,5,desktop,13.7,64,APAC,3,0,4325,en,7,0,0.287,294,dog,Sagittarius,20,blue,r_7965,blue_dog,0
3658,57.16,card,0,2,desktop,11.7,38,NA,2,0,1360,es,1,1,0.245,105,dog,Pisces,44,light,r_9404,light_dog,0
3659,76.39,google_pay,15,1,desktop,9.2,77,LATAM,1,0,2876,fr,2,1,0.25,198,tiger,Taurus,35,light,r_3078,light_tiger,0
3660,193.18,paypal,12,1,mobile,23.5,70,EU,6,0,1275,en,4,0,0.433,144,owl,Libra,90,light,r_2142,light_owl,0
3661,57.04,card,5,1,mobile,26.4,74,EU,3,0,1367,de,1,1,0.093,166,rabbit,Libra,76,blue,r_4815,blue_rabbit,0
3662,55.66,card,5,2,mobile,6.0,22,ME,1,0,3878,en,5,0,0.277,323,cat,Scorpio,16,blue,r_2948,blue_cat,0
3663,4.12,card,20,1,desktop,3.8,42,NA,0,0,3667,de,8,0,0.084,378,owl,Libra,6,blue,r_9965,blue_owl,1
3664,2.84,paypal,22,5,desktop,43.3,26,EU,5,0,907,fr,8,0,0.464,216,tiger,Gemini,82,green,r_6132,green_tiger,0
3665,64.09,card,13,7,mobile,47.8,28,EU,2,0,2875,en,9,1,0.338,56,cat,Virgo,35,light,r_9099,light_cat,0
3666,46.13,bank_transfer,4,1,mobile,29.5,43,EU,1,0,356,pt,2,1,0.386,114,tiger,Libra,51,light,r_5768,light_tiger,0
3667,146.2,apple_pay,7,2,mobile,11.1,71,EU,3,0,1797,fr,2,0,0.049,380,cat,Capricorn,39,dark,r_8872,dark_cat,0
3668,14.01,paypal,17,3,mobile,28.6,53,APAC,3,0,1500,en,1,0,0.334,11,owl,Cancer,35,green,r_6006,green_owl,0
3669,2.02,card,5,14,mobile,14.1,43,APAC,3,0,1736,fr,7,0,0.488,239,rabbit,Virgo,11,light,r_794,light_rabbit,0
3670,47.69,card,4,1,mobile,39.6,75,NA,6,0,3224,en,8,1,0.553,58,elephant,Libra,19,green,r_7203,green_elephant,0
3671,21.69,card,9,3,desktop,11.4,42,LATAM,4,0,747,it,1,1,0.008,226,elephant,Cancer,80,blue,r_7235,blue_elephant,0
3672,4.07,paypal,17,2,desktop,26.6,52,EU,3,0,3964,en,2,0,0.103,152,tiger,Pisces,57,purple,r_1109,purple_tiger,0
3673,103.16,paypal,12,3,desktop,1.9,21,APAC,4,0,3868,en,7,0,0.391,80,dog,Aquarius,17,dark,r_9379,dark_dog,0
3674,9.47,card,22,1,desktop,37.4,74,EU,2,1,4423,de,8,0,0.182,219,rabbit,Leo,68,dark,r_9702,dark_rabbit,0
3675,74.98,card,19,1,mobile,3.9,72,NA,3,0,433,en,9,1,0.1,157,dog,Sagittarius,10,purple,r_114,purple_dog,0
3676,26.4,bank_transfer,5,1,desktop,51.8,42,NA,2,1,430,en,9,0,0.418,81,tiger,Aquarius,14,purple,r_4697,purple_tiger,0
3677,15.24,card,20,1,mobile,10.3,54,EU,3,0,4596,en,2,0,0.147,127,elephant,Pisces,44,light,r_3191,light_elephant,0
3678,38.21,card,3,2,mobile,16.4,22,ME,3,0,2180,en,6,0,0.373,127,cat,Virgo,9,purple,r_9247,purple_cat,0
3679,129.34,paypal,12,3,mobile,38.3,59,NA,2,0,4308,en,7,1,0.167,84,owl,Leo,85,blue,r_6298,blue_owl,0
3680,39.82,card,17,3,mobile,3.9,22,APAC,2,0,2509,es,9,1,0.133,330,elephant,Pisces,22,blue,r_7784,blue_elephant,0
3681,111.15,paypal,12,3,mobile,5.8,61,LATAM,1,0,262,en,5,0,0.468,210,rabbit,Scorpio,23,green,r_2130,green_rabbit,0
3682,10.73,bank_transfer,12,1,mobile,35.2,21,APAC,6,0,1351,en,3,1,0.375,289,tiger,Scorpio,62,light,r_8697,light_tiger,0
3683,118.54,paypal,6,1,desktop,20.7,74,EU,7,0,423,en,9,0,0.135,177,elephant,Libra,26,light,r_5497,light_elephant,0
3684,21.63,card,4,5,desktop,15.0,54,APAC,3,0,1051,it,7,0,0.157,35,dog,Leo,95,purple,r_3711,purple_dog,0
3685,90.51,card,2,2,mobile,16.1,65,NA,3,0,3557,pt,4,1,0.126,3,cat,Scorpio,36,purple,r_2474,purple_cat,1
3686,66.74,card,5,7,mobile,26.4,64,EU,4,0,2697,fr,4,1,0.27,380,rabbit,Scorpio,8,purple,r_4022,purple_rabbit,0
3687,211.77,card,7,7,desktop,18.8,66,NA,0,0,625,fr,5,0,0.663,56,owl,Gemini,87,purple,r_224,purple_owl,0
3688,39.19,google_pay,11,1,mobile,12.7,23,EU,2,0,1787,pt,9,0,0.477,58,rabbit,Taurus,42,green,r_6786,green_rabbit,0
3689,5.48,paypal,1,7,mobile,20.6,32,NA,1,0,4009,it,6,0,0.183,34,tiger,Leo,13,dark,r_2448,dark_tiger,0
3690,1.55,card,10,3,mobile,13.5,57,NA,3,0,4834,en,7,1,0.428,353,tiger,Cancer,47,purple,r_760,purple_tiger,0
3691,140.29,apple_pay,19,3,desktop,12.0,21,EU,7,0,3816,en,1,1,0.104,126,dog,Leo,63,green,r_2877,green_dog,1
3692,59.51,paypal,2,7,desktop,24.3,54,NA,3,0,581,en,6,1,0.499,393,rabbit,Capricorn,66,dark,r_8110,dark_rabbit,0
3693,119.42,card,22,2,mobile,37.9,20,EU,3,0,4063,en,5,0,0.184,345,rabbit,Aries,90,blue,r_26,blue_rabbit,0
3694,21.37,card,9,5,mobile,29.0,60,APAC,4,0,1309,de,7,1,0.461,44,tiger,Leo,41,blue,r_8666,blue_tiger,0
3695,33.86,card,7,3,mobile,15.1,75,EU,2,0,363,en,6,1,0.344,66,rabbit,Leo,41,light,r_337,light_rabbit,0
3696,2.45,google_pay,7,5,mobile,13.4,46,EU,2,0,3021,pt,9,0,0.106,299,tiger,Pisces,97,light,r_1575,light_tiger,0
3697,260.55,card,13,3,mobile,24.7,78,APAC,5,0,468,en,3,0,0.07,215,rabbit,Capricorn,83,dark,r_9182,dark_rabbit,0
3698,88.18,bank_transfer,3,1,mobile,7.9,74,NA,2,0,990,it,5,0,0.266,283,rabbit,Aquarius,14,purple,r_5704,purple_rabbit,0
3699,216.49,card,14,2,mobile,5.8,36,NA,1,0,2489,de,2,1,0.158,104,dog,Libra,32,blue,r_1828,blue_dog,0
3700,24.68,bank_transfer,9,7,mobile,5.5,76,APAC,2,0,889,en,2,0,0.15,17,elephant,Libra,40,blue,r_5945,blue_elephant,0
3701,75.63,card,17,1,mobile,24.4,66,NA,3,0,2628,en,4,0,0.241,315,cat,Capricorn,61,light,r_6942,light_cat,0
3702,90.78,google_pay,21,2,desktop,14.5,70,EU,0,0,800,en,2,0,0.274,43,elephant,Cancer,45,blue,r_1486,blue_elephant,0
3703,30.57,apple_pay,14,2,mobile,14.0,51,APAC,3,0,3877,es,5,1,0.19,141,dog,Scorpio,16,purple,r_3019,purple_dog,0
3704,150.77,card,18,1,mobile,6.0,30,ME,2,0,695,en,8,0,0.293,497,tiger,Taurus,61,light,r_3183,light_tiger,1
3705,235.24,paypal,23,1,tablet,21.2,63,NA,2,0,1669,en,4,0,0.32,150,rabbit,Scorpio,88,green,r_6456,green_rabbit,0
3706,172.93,paypal,2,2,mobile,6.7,60,EU,2,0,1639,en,7,0,0.492,309,elephant,Leo,81,light,r_7813,light_elephant,0
3707,107.48,apple_pay,1,2,mobile,7.5,28,APAC,2,0,1603,it,3,0,0.348,228,rabbit,Aries,73,purple,r_8560,purple_rabbit,0
3708,26.0,card,12,7,mobile,9.0,62,EU,3,0,3246,en,9,0,0.031,154,tiger,Capricorn,26,blue,r_1693,blue_tiger,0
3709,26.46,card,12,3,mobile,22.4,60,LATAM,2,0,992,es,3,0,0.172,303,cat,Taurus,94,dark,r_4717,dark_cat,0
3710,264.53,bank_transfer,8,3,mobile,26.2,45,APAC,4,0,4946,fr,7,0,0.329,162,owl,Cancer,44,green,r_1908,green_owl,0
3711,0.83,paypal,2,2,mobile,6.7,28,LATAM,2,0,3797,en,8,0,0.39,222,rabbit,Aries,9,purple,r_7954,purple_rabbit,0
3712,100.72,card,1,7,mobile,48.5,19,LATAM,1,0,3761,en,2,0,0.385,97,dog,Aquarius,14,dark,r_139,dark_dog,0
3713,98.0,bank_transfer,13,3,tablet,15.5,24,NA,3,0,3706,en,9,0,0.223,76,owl,Taurus,17,light,r_2291,light_owl,0
3714,77.97,card,15,1,mobile,37.8,51,APAC,5,0,1064,es,7,1,0.332,205,owl,Libra,72,blue,r_7448,blue_owl,1
3715,369.29,paypal,13,2,desktop,1.6,24,NA,4,0,2193,en,7,0,0.333,140,rabbit,Gemini,65,purple,r_9286,purple_rabbit,0
3716,29.9,card,3,5,desktop,4.5,60,NA,1,0,3301,en,2,0,0.225,202,tiger,Leo,81,dark,r_7592,dark_tiger,0
3717,33.24,card,1,5,desktop,15.3,65,APAC,6,0,2040,en,4,0,0.412,154,rabbit,Scorpio,41,green,r_5415,green_rabbit,1
3718,6.58,card,15,7,mobile,25.7,26,EU,6,0,4412,en,5,1,0.265,216,cat,Scorpio,81,dark,r_3433,dark_cat,0
3719,46.79,card,7,1,tablet,27.8,23,NA,2,0,1342,fr,2,1,0.607,148,rabbit,Aquarius,77,blue,r_1891,blue_rabbit,1
3720,24.2,card,0,14,desktop,4.1,73,NA,1,0,1597,fr,8,1,0.438,174,cat,Virgo,88,dark,r_4061,dark_cat,0
3721,33.65,card,17,2,mobile,30.3,23,NA,4,0,2150,en,9,0,0.054,245,elephant,Gemini,69,purple,r_7594,purple_elephant,0
3722,143.94,card,21,1,desktop,44.4,35,EU,3,0,3653,de,8,0,0.412,97,dog,Sagittarius,6,purple,r_8332,purple_dog,0
3723,219.27,card,8,2,mobile,13.6,38,APAC,2,0,218,fr,9,0,0.252,125,owl,Aries,90,dark,r_2891,dark_owl,0
3724,16.44,paypal,11,1,mobile,10.9,53,ME,1,0,35,en,8,0,0.35,293,tiger,Aries,32,light,r_8224,light_tiger,0
3725,37.28,card,4,3,mobile,46.0,73,EU,0,0,2202,en,4,0,0.34,267,dog,Virgo,89,green,r_4888,green_dog,0
3726,211.19,card,20,7,mobile,26.7,51,NA,6,0,2344,en,4,1,0.227,211,elephant,Aquarius,6,purple,r_6082,purple_elephant,0
3727,5.1,paypal,2,7,desktop,23.5,25,EU,3,0,3469,es,3,1,0.425,225,dog,Aries,31,blue,r_4770,blue_dog,0
3728,7.75,apple_pay,7,3,mobile,4.3,77,EU,2,0,359,it,2,0,0.546,193,tiger,Pisces,88,purple,r_7773,purple_tiger,0
3729,14.21,paypal,21,3,desktop,5.6,32,EU,1,0,2912,en,1,0,0.682,144,cat,Scorpio,45,purple,r_60,purple_cat,0
3730,72.35,card,15,14,mobile,37.9,73,NA,4,0,2905,es,3,1,0.614,185,elephant,Gemini,48,green,r_9291,green_elephant,0
3731,13.05,bank_transfer,17,3,mobile,25.4,37,NA,1,0,3074,fr,5,0,0.185,306,tiger,Pisces,62,dark,r_1762,dark_tiger,0
3732,275.55,google_pay,11,7,desktop,7.8,22,LATAM,1,0,1338,en,5,0,0.191,223,rabbit,Taurus,20,purple,r_1913,purple_rabbit,0
3733,47.35,card,11,7,mobile,41.7,38,NA,2,0,2025,es,4,1,0.174,31,elephant,Virgo,32,blue,r_4953,blue_elephant,0
3734,55.7,google_pay,20,2,desktop,5.6,34,NA,1,0,957,en,6,0,0.103,127,cat,Aquarius,58,green,r_4398,green_cat,0
3735,22.66,card,3,1,desktop,40.0,47,EU,3,0,336,en,5,0,0.739,346,dog,Capricorn,84,purple,r_3910,purple_dog,0
3736,50.94,card,9,2,mobile,24.2,51,EU,2,0,563,en,1,1,0.16,32,elephant,Leo,4,dark,r_7433,dark_elephant,0
3737,86.76,card,8,7,mobile,10.6,21,NA,5,0,2694,it,2,0,0.245,222,owl,Libra,45,dark,r_8958,dark_owl,1
3738,111.28,paypal,3,5,mobile,32.7,61,EU,1,0,1506,en,1,0,0.242,165,owl,Gemini,1,green,r_3489,green_owl,0
3739,112.15,card,23,3,desktop,11.6,22,EU,0,0,1884,en,8,1,0.323,107,tiger,Pisces,11,purple,r_5314,purple_tiger,0
3740,69.0,card,0,1,desktop,29.4,55,NA,1,0,2541,pt,3,0,0.194,286,dog,Sagittarius,93,green,r_2615,green_dog,0
3741,187.77,card,4,1,mobile,6.4,27,NA,4,0,870,de,6,0,0.56,246,dog,Gemini,2,blue,r_4789,blue_dog,0
3742,136.04,card,2,14,mobile,13.0,28,APAC,3,0,3791,fr,6,0,0.171,390,owl,Taurus,38,blue,r_1422,blue_owl,0
3743,113.19,card,10,2,mobile,8.3,53,NA,3,0,3181,fr,1,1,0.328,43,elephant,Pisces,35,green,r_6330,green_elephant,0
3744,4.58,card,12,3,mobile,11.0,35,LATAM,4,0,3961,fr,5,1,0.472,231,cat,Cancer,77,green,r_8934,green_cat,0
3745,0.55,card,21,7,tablet,13.1,52,NA,3,0,4674,en,6,1,0.176,18,rabbit,Taurus,53,purple,r_2529,purple_rabbit,0
3746,19.11,google_pay,10,7,mobile,19.0,33,ME,2,0,1346,pt,2,0,0.445,116,rabbit,Pisces,67,green,r_99,green_rabbit,1
3747,87.14,card,5,3,mobile,8.0,41,APAC,1,0,1729,fr,6,0,0.121,344,cat,Aquarius,97,green,r_1545,green_cat,0
3748,42.37,card,21,2,desktop,3.8,25,NA,1,0,2787,en,5,1,0.483,258,dog,Scorpio,71,purple,r_6929,purple_dog,0
3749,41.19,card,3,5,desktop,31.1,67,EU,3,0,1047,en,5,0,0.166,183,owl,Aquarius,30,purple,r_4912,purple_owl,0
3750,172.74,card,6,2,mobile,38.4,24,ME,1,0,887,pt,2,0,0.11,96,cat,Libra,78,purple,r_7240,purple_cat,0
3751,180.73,card,2,3,mobile,18.5,26,EU,3,0,737,it,1,0,0.06,4,dog,Taurus,13,dark,r_564,dark_dog,0
3752,191.91,card,21,1,desktop,25.6,39,NA,2,0,4951,en,5,0,0.09,376,elephant,Aquarius,73,dark,r_1188,dark_elephant,0
3753,30.14,paypal,9,5,desktop,36.1,32,EU,3,0,1815,es,1,0,0.195,136,dog,Capricorn,69,green,r_6952,green_dog,0
3754,93.97,card,4,14,mobile,13.2,67,LATAM,2,0,1194,fr,7,0,0.456,143,tiger,Taurus,55,green,r_5405,green_tiger,0
3755,25.36,card,18,14,mobile,11.0,34,NA,4,0,2891,en,2,1,0.249,69,owl,Leo,10,green,r_7292,green_owl,0
3756,16.92,card,17,2,desktop,30.4,31,APAC,3,0,1198,en,5,0,0.447,137,rabbit,Gemini,7,blue,r_4062,blue_rabbit,0
3757,16.33,bank_transfer,16,3,mobile,18.7,46,NA,0,0,2375,de,7,0,0.531,354,owl,Libra,28,light,r_8106,light_owl,0
3758,33.5,paypal,23,1,mobile,30.4,62,NA,8,0,2572,en,5,0,0.188,176,cat,Leo,37,green,r_8648,green_cat,0
3759,44.96,card,0,2,desktop,34.0,29,EU,3,0,4929,es,8,1,0.49,288,cat,Scorpio,68,light,r_7141,light_cat,0
3760,142.2,card,4,2,desktop,10.5,21,APAC,4,1,2456,en,8,1,0.241,55,rabbit,Sagittarius,6,light,r_9932,light_rabbit,0
3761,10.22,google_pay,20,5,desktop,23.5,39,NA,3,0,2890,en,8,1,0.311,179,tiger,Leo,75,dark,r_3472,dark_tiger,0
3762,106.22,card,16,1,desktop,21.0,44,APAC,4,1,1615,en,3,0,0.275,354,rabbit,Aries,76,purple,r_9114,purple_rabbit,0
3763,60.65,card,20,2,desktop,13.3,67,EU,5,0,1999,fr,7,0,0.164,97,owl,Libra,10,dark,r_9160,dark_owl,1
3764,27.17,card,8,3,mobile,28.1,53,EU,1,0,4346,en,7,0,0.041,82,elephant,Cancer,78,light,r_5730,light_elephant,0
3765,54.31,card,10,1,desktop,13.1,72,LATAM,3,0,4604,en,3,0,0.342,250,owl,Aquarius,31,dark,r_6235,dark_owl,0
3766,28.53,google_pay,21,1,desktop,47.6,23,NA,4,0,1584,en,8,0,0.374,335,cat,Taurus,67,green,r_5449,green_cat,0
3767,72.52,google_pay,6,3,mobile,13.8,47,ME,4,0,281,de,3,0,0.171,420,elephant,Libra,41,blue,r_1809,blue_elephant,0
3768,45.51,paypal,6,3,desktop,44.9,39,EU,3,0,4244,en,7,0,0.08,143,owl,Aquarius,51,dark,r_929,dark_owl,0
3769,14.37,card,1,3,desktop,6.4,71,NA,2,0,4362,de,6,1,0.07,146,tiger,Aquarius,23,light,r_4489,light_tiger,0
3770,9.92,card,13,2,mobile,44.6,24,LATAM,2,0,1521,de,2,0,0.112,392,cat,Aries,62,blue,r_8841,blue_cat,0
3771,63.3,card,15,1,desktop,22.6,76,EU,1,0,33,en,1,0,0.506,172,owl,Libra,85,blue,r_4284,blue_owl,0
3772,186.16,google_pay,4,1,mobile,27.8,28,NA,3,0,3324,fr,6,1,0.322,143,tiger,Sagittarius,38,green,r_2127,green_tiger,0
3773,33.72,paypal,17,1,mobile,10.1,40,EU,1,0,4001,de,5,1,0.399,334,owl,Virgo,68,dark,r_4241,dark_owl,0
3774,105.64,card,3,1,mobile,38.0,61,APAC,1,0,2638,de,6,0,0.131,150,cat,Libra,31,light,r_1034,light_cat,0
3775,85.99,card,11,5,mobile,21.9,23,EU,2,0,4856,de,8,0,0.303,28,rabbit,Taurus,19,green,r_7495,green_rabbit,0
3776,214.54,card,18,1,desktop,39.3,77,EU,1,0,3826,pt,7,0,0.206,7,dog,Gemini,91,purple,r_8142,purple_dog,0
3777,137.62,google_pay,12,1,mobile,24.4,66,NA,3,0,458,pt,1,0,0.209,60,tiger,Taurus,21,dark,r_1669,dark_tiger,0
3778,66.89,card,5,1,desktop,4.5,65,NA,4,0,1674,de,2,0,0.195,246,elephant,Virgo,3,blue,r_988,blue_elephant,0
3779,85.61,card,10,2,desktop,56.0,44,LATAM,4,0,3254,en,3,0,0.005,164,owl,Taurus,55,dark,r_5222,dark_owl,0
3780,182.93,card,14,2,mobile,1.7,24,EU,5,0,4654,it,5,1,0.667,122,rabbit,Cancer,26,green,r_2063,green_rabbit,0
3781,40.8,card,20,1,mobile,20.8,19,EU,1,0,3039,de,8,1,0.118,162,owl,Libra,15,dark,r_7944,dark_owl,0
3782,31.66,apple_pay,16,1,mobile,2.4,38,EU,1,0,1760,pt,8,0,0.295,263,tiger,Scorpio,75,purple,r_3828,purple_tiger,0
3783,0.87,google_pay,1,7,desktop,20.4,51,ME,4,0,4795,en,7,0,0.372,299,rabbit,Virgo,74,purple,r_7563,purple_rabbit,0
3784,140.15,apple_pay,12,7,mobile,29.3,52,NA,4,0,3954,de,3,1,0.035,183,tiger,Pisces,11,blue,r_5221,blue_tiger,0
3785,129.15,paypal,22,5,mobile,32.7,58,NA,3,0,1000,es,8,0,0.501,34,rabbit,Virgo,96,green,r_1605,green_rabbit,0
3786,8.83,card,0,2,mobile,44.9,49,EU,2,0,1599,es,7,0,0.553,343,rabbit,Cancer,67,light,r_5332,light_rabbit,0
3787,68.8,card,3,2,desktop,15.6,53,NA,2,0,4064,en,3,0,0.062,299,dog,Capricorn,43,light,r_8107,light_dog,0
3788,49.89,card,14,3,mobile,18.9,50,NA,5,0,331,de,7,1,0.12,216,elephant,Leo,28,green,r_5785,green_elephant,0
3789,10.11,paypal,15,2,desktop,37.7,43,EU,3,0,1022,en,9,0,0.072,221,elephant,Libra,5,light,r_7615,light_elephant,0
3790,315.27,card,10,3,mobile,29.9,27,EU,0,0,3278,pt,9,0,0.161,357,cat,Taurus,22,green,r_9193,green_cat,0
3791,19.33,paypal,2,3,mobile,15.4,24,EU,4,0,3297,es,8,0,0.189,231,owl,Sagittarius,83,blue,r_8458,blue_owl,0
3792,5.57,card,11,3,mobile,9.6,23,LATAM,5,0,4973,fr,6,0,0.191,26,tiger,Aries,31,blue,r_3828,blue_tiger,1
3793,72.28,card,11,2,desktop,21.9,36,EU,6,0,3012,en,8,1,0.174,194,owl,Taurus,66,purple,r_4732,purple_owl,0
3794,107.42,bank_transfer,10,2,tablet,23.2,52,NA,3,0,4794,it,8,0,0.114,106,elephant,Capricorn,51,dark,r_6324,dark_elephant,0
3795,2.64,apple_pay,15,5,mobile,18.6,29,APAC,3,0,1751,fr,9,0,0.27,335,dog,Aries,60,purple,r_2655,purple_dog,1
3796,86.0,card,20,5,desktop,11.6,22,EU,3,0,4442,es,9,0,0.258,24,cat,Pisces,44,purple,r_4836,purple_cat,0
3797,60.79,card,20,3,mobile,15.5,49,EU,2,0,1963,en,7,1,0.413,164,elephant,Leo,76,light,r_3957,light_elephant,0
3798,8.72,apple_pay,12,2,mobile,23.0,47,APAC,5,0,3263,en,5,0,0.347,20,owl,Gemini,62,purple,r_7372,purple_owl,0
3799,15.15,paypal,11,5,mobile,37.1,61,NA,3,0,1281,fr,4,0,0.746,321,cat,Aries,51,blue,r_1675,blue_cat,0
3800,67.14,card,9,14,mobile,2.5,68,EU,6,0,2515,en,6,0,0.149,396,elephant,Leo,56,dark,r_5904,dark_elephant,0
3801,28.12,card,10,3,mobile,25.6,31,EU,2,0,3612,de,7,1,0.433,213,dog,Aries,63,light,r_5004,light_dog,0
3802,222.86,card,17,2,desktop,18.2,41,NA,2,0,2889,pt,8,0,0.399,91,elephant,Capricorn,12,blue,r_8886,blue_elephant,0
3803,136.63,card,4,5,mobile,14.7,42,EU,3,0,1828,en,2,0,0.457,286,rabbit,Capricorn,83,dark,r_1529,dark_rabbit,0
3804,328.68,bank_transfer,19,3,desktop,25.0,63,NA,6,0,3376,en,5,0,0.343,388,owl,Scorpio,16,blue,r_3708,blue_owl,0
3805,24.05,card,12,7,mobile,36.4,28,EU,2,0,2296,en,4,1,0.295,113,owl,Pisces,58,light,r_8464,light_owl,0
3806,279.79,card,16,5,mobile,36.6,46,LATAM,5,1,150,en,7,1,0.277,115,cat,Pisces,94,purple,r_5784,purple_cat,0
3807,45.14,card,11,5,mobile,5.9,21,EU,3,0,4247,de,1,0,0.072,154,elephant,Capricorn,52,light,r_1649,light_elephant,0
3808,34.16,card,16,3,desktop,16.8,52,NA,3,0,825,en,6,0,0.386,297,rabbit,Sagittarius,94,light,r_6551,light_rabbit,0
3809,4.13,card,0,1,mobile,28.4,73,NA,7,0,3757,es,4,1,0.192,185,owl,Aquarius,96,light,r_2862,light_owl,0
3810,4.34,card,7,2,desktop,5.2,67,LATAM,1,0,3100,fr,6,0,0.357,88,elephant,Cancer,44,dark,r_9467,dark_elephant,0
3811,94.22,card,15,1,mobile,18.3,32,EU,4,0,2344,en,2,0,0.138,404,dog,Cancer,47,blue,r_7757,blue_dog,0
3812,48.99,card,14,2,mobile,13.7,31,LATAM,4,0,10,it,6,0,0.581,250,dog,Sagittarius,81,light,r_2228,light_dog,0
3813,20.55,card,18,5,desktop,29.0,22,NA,4,0,4022,fr,6,0,0.553,89,tiger,Capricorn,74,blue,r_616,blue_tiger,0
3814,76.15,card,9,2,tablet,18.2,26,LATAM,3,0,2081,en,6,0,0.359,44,dog,Virgo,40,dark,r_191,dark_dog,0
3815,23.32,paypal,1,1,desktop,7.3,78,LATAM,1,0,3206,it,7,1,0.362,76,rabbit,Libra,39,blue,r_3791,blue_rabbit,0
3816,68.95,card,3,2,desktop,6.5,66,APAC,4,0,1065,it,2,0,0.176,66,dog,Libra,54,purple,r_9888,purple_dog,1
3817,35.6,card,3,1,desktop,13.0,58,EU,5,0,4457,es,6,0,0.196,108,dog,Pisces,15,purple,r_2974,purple_dog,0
3818,138.78,card,19,5,mobile,15.5,35,APAC,3,0,530,en,4,0,0.213,424,owl,Gemini,62,green,r_4562,green_owl,0
3819,137.49,google_pay,11,5,mobile,19.7,50,NA,5,0,4442,en,9,0,0.717,258,owl,Leo,31,dark,r_5363,dark_owl,0
3820,51.91,apple_pay,16,5,tablet,30.3,43,EU,4,0,362,it,8,0,0.308,279,owl,Taurus,97,dark,r_5050,dark_owl,0
3821,34.56,card,20,1,desktop,45.0,45,EU,6,0,3454,de,5,0,0.158,39,tiger,Libra,98,blue,r_5807,blue_tiger,0
3822,36.02,paypal,21,1,desktop,26.6,51,EU,4,0,2058,en,3,1,0.11,44,owl,Pisces,14,purple,r_579,purple_owl,0
3823,131.07,card,3,7,mobile,22.7,23,NA,1,0,1455,en,7,1,0.402,163,dog,Gemini,52,blue,r_6179,blue_dog,1
3824,31.82,card,7,1,tablet,16.0,76,EU,4,0,3814,en,9,0,0.222,199,dog,Capricorn,40,blue,r_4804,blue_dog,1
3825,18.76,card,15,3,mobile,22.8,36,APAC,3,0,2823,pt,9,1,0.457,206,dog,Taurus,91,blue,r_2061,blue_dog,0
3826,7.08,card,14,5,desktop,20.3,57,NA,5,0,2647,en,6,0,0.43,365,tiger,Cancer,31,light,r_4258,light_tiger,0
3827,50.29,card,13,2,desktop,28.3,76,EU,4,0,3990,it,1,0,0.269,132,elephant,Aries,82,light,r_2128,light_elephant,0
